,name,description
188,经典条纹橄榄球衬衫，长袖经典款,我们的橄榄球衬衫是重磅面料与修身版型的完美结合。采用超强树脂纽扣和耐用的缝制条纹制成，既柔软又挺括。修身版型针对胸部、袖子和腰部进行了剪裁。我们从原版中汲取灵感，为其打造更修身、更现代的当代完美版型。坚韧挺括的9盎司棉质面料经过水洗处理，从一开始就具备额外的柔软度。附加特性包括梭织领、树脂纽扣、缝制胸部条纹以呈现传统外观、复古风胸前贴标、罗纹袖口、侧开衩，进口。可机洗并烘干，易于打理。
189,"-Day

Trekker旅行背包","这款日用背包非常适合旅行，因为它可以塞进自己内部的小口袋中。它超轻且极其坚韧，采用防撕裂尼龙面料和面板装载设计。它配有带泡棉垫的肩带和背板以增加舒适度，以及吸湿排气的Air Mesh网布，确保全天舒适。拥有众多用于整理装备的口袋和易于取用的前置""随手塞""口袋，这款背包定能让您的物品安全有序。它配有两个侧面网布水壶袋，带有新的环扣锁以固定水壶，可调节腰带和胸带，以及一个""Blinky""挂环，用于安装警示灯以提高可见度。

规格：
容量：1,343立方英寸，22升。
重量：14盎司。
尺寸：高19"" x 宽10"" x 深7""。
收纳尺寸：8"" x 7""。
进口。"
190,Cresta Wool超轻150长袖打底衫,我们的女士长袖羊毛T恤轻便、保暖且极其柔软，使其成为任何季节任何活动的理想打底衫。面料与护理：采用不扎人的100%美利奴羊毛制成，这是大自然最好的保温材料。可机洗，悬挂晾干。附加特性：精细的美利奴羊毛纤维能锁住热量，在同等重量下提供更多保暖性。细针距针织搭配平锁接缝，带来极其柔软、平滑的穿着体验。轻量面料让您在出行时保持温暖。天然抗异味。拇指孔袖口使袖子在手腕处更贴合。进口。
191,女士Brooks Essential Performance运动背心,这款轻量化健身背心非常适合跑步、徒步、骑行或城市漫步。它采用轻量化聚酯超细纤维面料制成，可挡风并抵御小雨。前后均配有反光细节以保障安全，背部还设有通风口，让您在运动时散热排湿。此外，它还配有两个拉链侧袋和一个内部媒体播放器口袋。本商品为进口。如有任何问题，请联系客服。
192,PrimaLoft 格纹衬衫式夹克,"这款夹克兼具轻量夹克的保暖性和法兰绒衬衫夹克的经典外观。专为寒冷天气保暖设计，内填40克PrimaLoft® Silver银标保暖棉。采用100%纯棉制成，配有绗缝尼龙塔夫绸衬里，穿脱方便。采用公主线剪裁，修身显瘦，配有侧边口袋、可调节纽扣袖口和内部挂衣环。可机洗和烘干。进口。

尺寸与版型：宽松版型 - 我们最宽松的版型，离身体最远，下摆落在低臀围处。

附加特性：公主线剪裁修身显瘦，侧边口袋，可调节纽扣袖口和内部挂衣环。"
193," 徒步鞋

男士 Merrell Chameleon 7 中帮防水徒步鞋","穿上这款超轻透气的单日徒步鞋，您的步伐将变得轻盈。但不要被它的舒适所迷惑——它能提供您对Merrell越野徒步鞋所期望的所有防水保护和稳定性。

规格
约重：2磅5盎司。

结构
防水薄膜排斥水分并增强透气性。
牛巴革绒面革与网布拼接鞋面，配以透气网布内衬。
Vibram TC5+橡胶外底在任何表面都能提供出色的抓地力。
防护橡胶鞋头和模压TPU后跟稳定片增加稳定性。
EVA中底和后跟Merrell气垫吸收冲击并增加稳定性。
轻量化FlexPlate技术和可拆卸鞋垫在徒步时提供灵活支撑。

附加特性
尼龙鞋垫为负重徒步增加支撑。
金属挂钩和系带孔确保系带牢固。
风箱式鞋舌防止碎屑进入。
进口。"
194,Dry-A-Matic 多功能靴子/手套烘干机,湿透的滑雪靴和手套的终极解决方案。一次可烘干两双靴子，或一双靴子和一双手套。结构采用传奇的Peet烘干技术，快速烘干，加上四个专利Peet DryPorts通风口，空气循环实现彻底烘干。还包含用于烘干手套的Glove DryPorts通风口。热对流通过AirChambers气室上升，实现自然烘干，产品运行静音。宽大坚固的底座可容纳多达两双重型滑雪靴。美国制造。
195,免烫度假村休闲衬衫，传统版型格纹,我们的男士格纹休闲衬衫色彩丰富、清爽凉快，采用传统版型设计，胸部、袖子和腰部宽松。采用100%纯棉制成，具有持久的免烫性能。我们创新的TrueCool®面料能吸湿排汗，帮助快速干燥。可机洗和烘干。附加特性包括单贴袋和下摆弧形衬衫尾设计。进口。
196,复古工艺皮革恰卡靴,"这款优质皮革拖鞋内衬温暖、吸湿排汗的羊剪绒，带来极致舒适体验。

尺寸与版型：半码请拍大一码。

我们喜爱它的理由：在过去5年中售出超过400万双，显然顾客认为我们的Wicked Good拖鞋当之无愧是“史上最佳拖鞋”。它们是非常棒的礼物，在12月的销售高峰期，我们每7秒就能卖出一双。为什么它们如此受欢迎？原因有几个，但首当其冲的是你能找到的最舒适的羊剪绒。再加上采用优质绵羊皮的卓越工艺，你就会明白为什么在缅因州，“Wicked Good”（极其出色）就是最高赞誉。

结构：
- 采用真正的澳大利亚羊羔羊剪绒制成。
- 内衬温暖、吸湿排汗的羊剪绒。
- 耐用、防泼水鞋面。
- 生皮鞋带。
- 模压橡胶外底，带有交叉凹槽纹理。
- 羊剪绒包裹的EVA鞋垫。
- 闭孔EVA中底。
- 进口（毛皮来自澳大利亚）。

有问题吗？"
197,舒适抓绒马甲,"终极毛衣抓绒——采用优质面料制成，价格无与伦比。

尺寸与版型

微修身版型：胸部和袖子宽松，腰部微收。

我们喜爱它的理由

我们的顾客（和员工）都非常喜欢我们受欢迎的毛衣抓绒马甲的耐用结构，无论做什么都穿着它。从高强度活动到日常琐事，你每次都会不由自主地穿上它。

面料与护理

耐用的毛衣针织外层面料和柔软拉毛内里，提供卓越的保暖性和舒适度。采用柔软的100%涤纶抓绒制成。可机洗和烘干。

附加特性

饰有我们经典的Mount Katahdin标志。莱卡加固领口和袖口。拉链后全长挡风片防止冷风灌入。两个前侧拉链插手袋和一个拉链胸袋。微弧形下摆提供额外覆盖。进口。"
198,"oblocks

Microblocks","这款产品非常适合任何需要帮助进行整理的人。凭借我们的创新整理软件等功能，以及与专家聊天获取建议的能力，您将拥有整理并保持井井有条所需的一切。

这款产品非常适合任何需要帮助进行整理的人。凭借我们的创新整理软件等功能，您将拥有整理并保持井井有条所需的一切。"
199,Voyager 腰包，多色,"这款轻量腰包是城市、小径或旅行的完美伴侣。采用超轻且超耐用的防撕裂尼龙面料制成，配有透气网眼背板。双口袋配有钥匙扣和其他收纳功能，与Stowaway Day Pack一样，可收纳在内部悬挂口袋中。这款有趣的多色版本为您的装备增添了一抹色彩。

规格
- 容量：61立方英寸；1升。
- 尺寸：长9英寸 x 高6英寸 x 深3英寸。
- 重量：4盎司。
- 进口。"
200,探险徒步长裤,"我们最具技术性的女士徒步裤专为严苛徒步精心打造。耐用的高性能防撕裂面料、立体剪裁膝盖和双向弹力设计，让您在小径上获得最大活动自由度——这款长裤专为探险而生。

尺寸与版型
内缝长度：标准女款 31英寸，娇小款 29英寸。
挚爱版型：低腰设计。
臀部和大腿微修身。
直筒裤腿。

面料与护理
93% 尼龙，7% 氨纶。
UPF 40+ 评级，有效阻挡太阳紫外线。
可机洗并烘干。

附加特性
极致轻盈快干的面料能吸湿排汗，让您全天保持舒适。
尼龙/氨纶防撕裂混纺面料具有双向弹力，活动更自如。
轻便易收纳。
前口袋、侧边及后侧拉链口袋提供安全储物和便捷排水。
贴合腰部的腰带内衬网眼布，提供额外的吸湿排汗舒适感。
腰带环。
立体膝盖和裆部插角设计，活动更自如。
可卷起裤脚并用搭扣固定，从全长变为"
201,女士麻花编织开衫,"这款柔软的女士针织开衫采用柔软的中量纯棉制成，融合了经典的摇粒针和平针编织工艺，袖子和背面采用平针编织，罗纹袖口和翻折门襟处采用管状饰边。凭借其百搭的风格、实惠的价格和经典的细节，您在每个季节都会想穿上它。

尺寸与版型：微修身：柔和勾勒身形。衣长及臀。

面料与护理：100% 纯棉。可机洗，平摊晾干。进口。

有问题？请联系我们的客户服务团队。"
202,越野徒步杖,"这款轻量化登山杖采用 PowerLock 3.0 调节机制，可将其可靠地锁定在所需长度。防震系统通过吸收冲击和颠簸来减少疲劳。

尺寸与版型
长度可在 105 厘米至 140 厘米之间调节。

规格
收纳长度：27.5 英寸（70 厘米）。
最大长度：55 英寸（140 厘米）。
重量：每对 22 盎司。

构造
疏水软木手柄不会因吸收水分或汗水而变滑。
PowerLock 3.0 调节系统耐用、可在野外维护且极其可靠。
杖杆采用重型 7075 铝合金构造。
防震系统减少由反复冲击和振动引起的疲劳。
碳化钨杖尖在任何表面都能提供出色的抓地力。
带软垫的手腕带可轻松调节。
包含一对极简越野杖托。

附加特性
使用登山杖徒步可显著减轻膝盖和脚踝的压力。
进口。"
203,TEK O2 3层 Tempest 夹克,"我们最新的独家防水/透气 TEK O2 技术提供四季多功能性，无论是在小径上还是日常穿着都非常完美。尺寸与版型 微修身。衣长及臀。我们喜爱它的原因 创新的首创防水/透气技术旨在让您保持活力，采用三层高性能面料，能瞬间排湿，提供最大程度的防护。空气进。水出。了解我们的透气 TEK O2 技术如何让您保持干爽舒适。面料与护理 防水三层 TEK O2 尼龙外壳，采用我们的独家技术。可机洗并烘干。附加特性 三点可调节风帽允许自定义贴合。立体袖型提供手臂自由活动。腋下拉链通风。压胶接缝和防水拉链提供最大保护。两个手部口袋和一个胸部口袋。进口。
 – 美国滑雪队官方供应商 他们的求胜意志，织入其中。了解更多"
204,Umpqua Elite 飞蝇饵盒,这款设计周到的飞蝇饵盒可最大化您的飞蝇饵容量。特殊的重型结构专为对装备要求严苛的飞蝇钓者打造。规格：尺寸：长 6.25 英寸 x 宽 4.5 英寸 x 厚 1 英寸。构造：3D 模压高抓地力 FlyTrap™ 存储系统。大容量开槽泡沫可牢固固定飞蝇饵。单个双面磁性翻板可容纳数量惊人的飞蝇饵。双面开口。附加特性：透明盖搭配磁吸闭合，便于整理时保持良好视野。完全防水，配有防水垫圈以隔绝湿气。安全锁扣防止意外打开。专为若虫饵和干式飞蝇饵设计。进口。有问题？请联系我们获取进一步协助。
205,"work

男士 New Balance 574 探险鞋，拼接款","这款超级舒适的健步鞋采用先进技术，提供出色的支撑和令人印象深刻的耐用性。包含一个可拆卸的特殊“574”贴章。

尺寸与版型：建议订购比常规鞋码或您的常规 New Balance 鞋码大半码。

规格：约重：1 磅 4 盎司。

构造：透气麂皮和网眼鞋面提供良好的通风。EVA 泡沫中底和后跟提供缓震。ENCAP® 中底技术提供支撑和最大耐用性。泡沫填充的鞋领和鞋舌。柔软内衬和可拆卸泡沫鞋垫提供全天舒适。传统系带闭合。TPU 后跟插片提供额外支撑。耐用橡胶外底。进口。"
206,"ofoam

NanoFoamPlus","这款产品为您的家提供卓越的保护，为了确保您充分利用它，我们的专家随时解答您可能有的任何问题。

这款产品为您的家提供卓越的保护。如果您有任何问题，我们的客户服务团队很乐意提供帮助。"
207,男士 Teva Arrowood 2 全地形鞋,"Teva Arrowood 2 轻便、防水且时尚，将满足您在越野小径或人行道上的所有需求。采用传奇的 Teva 舒适度和耐用性打造。

尺寸与版型
订购常规 Teva 鞋码，或我们建议订购比您的常规鞋码大半码。对于不提供半码的款式，请订购至下一个整码。

规格
约重：每双 1 磅 15 盎司。

构造
防水皮革鞋面隔绝湿气。内置防水膜保持双脚干爽。内衬轻质透气网眼布。EVA 泡沫鞋垫提供出色的缓震和支撑，带来全天舒适。Teva 的 Float-Lite 中底超级耐用且轻如羽毛。外底上的橡胶块提供卓越的抓地力。进口。"
208,Discovery系列抛竿,"作为我们Discovery系列的一部分，这款石墨纺车轮抛竿兼具高品质与高性价比。

规格：

5英尺 超轻
鱼竿重量：2.6盎司。
适用单丝钓线拉力：2磅至6磅。
最适用于：小型鳟鱼和小型杂鱼。

5英尺6英寸 轻量
鱼竿重量：3.25盎司。
适用单丝钓线拉力：4磅至8磅。
最适用于：鳟鱼、小型鲈鱼和小型杂鱼。

6英尺6英寸 中量
鱼竿重量：3.85盎司。
适用单丝钓线拉力：8磅至12磅。
最适用于：大型鳟鱼、鲈鱼及类似目标鱼种。

7英尺 重量
鱼竿重量：4.55盎司。
适用单丝钓线拉力：8磅至17磅。
最适用于：近海轻度海水垂钓或重度淡水垂钓。

构造：
两节式设计，易于收纳和携带。
轻质石墨结构，坚固耐用。
经典软木手柄提供良好握感。

附加功能：
包含一个尼龙"
209,舒适麻花编织堆堆领毛衣,"粗纺棉混纺纱线赋予这款百搭半高领毛衣温暖舒适的魅力。

尺码与版型
微修身：柔和勾勒身形。下摆落于低臀围处。

面料与护理
采用60%棉和40%尼龙混纺的柔软厚实面料。可机洗，平摊晾干或干洗。进口。

有问题？请联系我们获取帮助。"
210,男士Merrell全地形2代防水徒步靴,"穿上这款防水Merrell背包徒步靴，在长途跋涉中保护您的双脚——或舒适地沿着风景优美的路线回家。它们开箱即能提供卓越的舒适度。

尺码与版型：请订购常规鞋码。若无半码，请订购大半码的整码。

规格：每双约重：3磅15盎司。

构造：全粒面皮革鞋面。M Select Dry防水技术将恶劣天气拒之门外。带异味控制的EVA贴合鞋垫。Vibram MegaGrip外底，在各种地形上均能提供出色抓地力。金属钩和织带环确保系带牢固。风琴式鞋舌防止碎屑进入。保护性橡胶鞋头。模压外部后跟稳定片和稳定臂，提供保护与稳定性。进口。"
211,儿童Mountain Monarch帽子,"滑雪风格设计搭配温暖舒适的抓绒内衬护耳带，在雪道上保暖的同时不失酷炫。
面料与护理：采用柔软粗纺腈纶纱线编织而成。护耳带上的聚酯抓绒内衬提供额外保暖。可机洗并烘干。
附加功能：这款儿童冬季帽子可与我们的Mogul Jumper夹克和裤子搭配，完美点缀整体造型。进口。
有问题？欢迎随时联系我们咨询。"
212,经典费尔岛小羊羔毛半高领毛衣,"我们的费尔岛高领毛衣采用紧密编织以保暖，并使用优质小羊羔毛纱线带来非凡的柔软触感。

尺码与版型：修身版型 - 胸部、袖子和腰部均采用修身剪裁。

我们喜爱它的理由：我们始终钟爱冬季经典，因此设计了这款高领毛衣，采用永恒且传承经典的滑雪毛衣图案。我们选用最优质的小羊羔毛——保暖、柔软且耐穿——让您确信它会成为您多年的最爱。

面料与护理：100%小羊羔毛制成。手洗并平摊晾干，或干洗。

附加功能：罗纹领口、袖口和下摆。进口。

有问题？请直接联系我们咨询。"
213,男士Allagash手工皮革牛津鞋,"我们的手工缝制牛津鞋采用牛巴革皮革精心制作，采用传统手工缝制工艺。锁缝接缝即使在受力点也能确保耐用性。

尺码与版型
搭配中厚袜子穿着效果最佳。

构造
鞋面采用牛巴革皮革制成。
齿状橡胶外底提供稳固抓地力。
符合人体工学的鞋垫提供卓越缓震。
皮革内衬。
生皮鞋带搭配圆形金属鞋眼。
进口。

有问题？
欢迎随时联系我们咨询。"
214,Renewed Splendor V领比基尼上衣印花款,这款比基尼上衣是您参与所有喜爱水上运动的完美选择。它采用环保面料制成，印有色彩缤纷、引人注目的图案。优质意大利混纺面料透气、快干且耐磨，搭配轻质工字背肩带，不会妨碍您的活动。面料由82%再生尼龙和18%莱卡®氨纶制成，内衬为90%再生尼龙和10%莱卡®氨纶。此外，它具有出色的UPF 50+评级——这是可能的最高防晒评级。手洗并悬挂晾干以获得最佳效果。凭借其可持续面料和修饰身形的V领轮廓，这款泳装上衣既环保又适合您的夏日探险！
215,男士超轻DownTouch手套,无论您是在滑雪、穿雪鞋行走，还是仅仅在早晨通勤，革命性的DownTek处理羽绒都能让您的双手保持温暖。我们优质的850蓬松度羽绒外套保持干燥且干得更快，让出色的隔热性能更上一层楼。其耐用的防泼水Pertex外壳可阻挡寒风，而手指部位的弹力尼龙面料提供舒适贴合感，聚氨酯手掌和食指设计增加抓地力。超细抓绒内衬提供额外保暖与舒适，罗纹袖口密封冷空气。可机洗和烘干，易于护理。进口。观看视频了解更多详情。
